symbol,hgnc_id,entrez_id
RPL21P44,33820,402176
RPL21P45,35983,727821
RPL21P46,35687,645174
RPL21P47,36711,100271164
RPL21P48,35891,100271165
RPL21P49,35769,100271166
RPL21P50,36433,100271167
RPL21P51,36081,100271169
RPL21P52,36621,100128351
RPL21P53,36574,653156
RPL21P54,35552,100271168
RPL21P55,36434,100271170
RPL21P56,35525,100271171
RPL21P57,36644,100271172
RPL21P58,35755,100271173
RPL21P59,36922,100271174
RPL21P60,36044,100271175
RPL21P61,36712,645157
RPL21P62,36843,442160
RPL21P63,35526,100271176
RPL21P64,36259,100271177
RPL21P65,36017,100271178
RPL21P66,36476,100271179
RPL21P67,36139,100271180
RPL21P68,35720,645452
RPL21P69,36753,642738
RPL21P70,37024,646489
RPL21P71,36049,729962
RPL21P72,37043,100271181
RPL21P73,36794,100271182
RPL21P74,35854,100271184
RPL21P75,36460,728501
RPL21P76,37042,645373
RPL21P77,36186,100271183
RPL21P78,35917,100271185
RPL21P79,36931,100271188
RPL21P80,35697,100133273
RPL21P81,35530,100271389
RPL21P82,36307,650059
RPL21P83,35864,100271186
RPL21P84,36612,100271187
RPL21P85,35694,100271189
RPL21P86,37032,100271190
RPL21P87,36411,100131672
RPL21P88,35714,100271421
RPL21P89,36474,100271422
RPL21P90,35548,100271423
RPL21P91,36450,100271424
RPL21P92,35606,100130400
RPL21P93,35646,653665
RPL21P94,35568,100271425
RPL21P95,36097,100271427
RPL21P96,36790,100271428
RPL21P97,36223,387753
RPL21P98,36397,653079
RPL21P99,36628,100271429
RPL21P100,36048,100271430
RPL21P101,35733,100271431
RPL21P102,36295,100271432
RPL21P103,36732,100271433
RPL21P104,36918,100271435
RPL21P105,36304,728693
RPL21P106,36188,643264
RPL21P107,36313,644627
RPL21P108,35496,100271434
RPL21P109,36388,100271437
RPL21P110,35627,100271438
RPL21P111,36564,100271439
RPL21P112,36526,100270753
RPL21P113,36563,100271440
RPL21P114,36776,100271441
RPL21P115,35878,100271443
RPL21P116,36101,100271444
RPL21P117,35987,729241
RPL21P118,35954,100271446
RPL21P119,35614,653737
RPL21P120,35743,731688
RPL21P121,36429,100271445
RPL21P122,36990,100271447
RPL21P123,35691,100271448
RPL21P124,36060,100271450
RPL21P125,36039,100129685
RPL21P126,35959,100271449
RPL21P127,36099,100271452
RPL21P128,36311,440487
RPL21P129,36747,100271451
RPL21P130,36453,100271453
RPL21P131,36428,388532
RPL21P132,35865,100271390
RPL21P133,36003,100271391
RPL21P134,36006,728782
RPL21P135,44539,100419391
RPL21P136,49854,100419521
RPL22,10315,6146
RPL22L1,27610,200916
RPL22P1,17998,125371
RPL22P2,19794,326292
RPL22P3,36804,729662
RPL22P4,36299,100129102
RPL22P5,37022,100132479
RPL22P6,36473,100132047
RPL22P7,35602,100129819
RPL22P8,36782,100270957
RPL22P10,36559,100128408
RPL22P11,35603,402100
RPL22P12,36345,727747
RPL22P13,36352,442108
RPL22P14,35990,100270960
RPL22P16,36536,100270959
RPL22P17,36985,100271289
RPL22P18,36232,100271290
RPL22P19,36567,644022
RPL22P20,36281,100128664
RPL22P21,35547,100271455
RPL22P22,36109,100130922
RPL22P23,53759,100289184
RPL22P24,53758,100129295
RPL23,10316,9349
RPL23A,10317,6147
RPL23AP1,10318,6148
RPL23AP2,10319,401904
RPL23AP3,10320,8489
RPL23AP4,10321,54029
RPL23AP5,14194,729480
RPL23AP6,16555,128709
RPL23AP7,17336,118433
RPL23AP8,23543,641614
RPL23AP10,19804,326293
RPL23AP11,19808,326294
RPL23AP12,23840,391282
RPL23AP14,21007,341511
RPL23AP15,36486,391175
RPL23AP16,36652,647201
RPL23AP17,35904,100271138
RPL23AP18,36726,728134
RPL23AP19,36708,100131143
RPL23AP20,36622,645962
RPL23AP21,35827,728481
RPL23AP22,35505,100271291
RPL23AP23,36272,100271292
RPL23AP24,36176,728517
RPL23AP25,35672,653789
RPL23AP26,35592,391490
RPL23AP27,36497,100271456
RPL23AP28,36727,100271457
RPL23AP29,36355,100271458
RPL23AP30,35617,100271459
RPL23AP31,35777,100271460
RPL23AP32,25345,56969
RPL23AP33,36946,100271293
RPL23AP34,36035,100271294
RPL23AP35,36580,100271295
RPL23AP36,35685,100271296
RPL23AP37,35664,130773
RPL23AP38,36351,391504
RPL23AP39,36470,100271461
RPL23AP40,35587,100271462
RPL23AP41,35634,646685
RPL23AP42,35942,647099
RPL23AP43,35751,389101
RPL23AP44,35955,391825
RPL23AP45,36896,729764
RPL23AP46,35894,442260
RPL23AP47,36576,729277
RPL23AP48,36110,728567
RPL23AP49,35689,653236
RPL23AP50,35958,728106
RPL23AP51,36040,100271464
RPL23AP52,36723,100271465
RPL23AP53,35921,644128
RPL23AP54,36689,100271466
RPL23AP55,35997,100271467
RPL23AP56,35516,645809
RPL23AP57,36971,648294
RPL23AP58,36138,100271616
RPL23AP59,36920,100271618
RPL23AP60,35966,728933
RPL23AP61,36016,728484
RPL23AP62,36276,100271617
RPL23AP63,35502,729798
RPL23AP64,36552,649946
RPL23AP65,36289,440027
RPL23AP66,35940,100271620
RPL23AP67,36658,100271622
RPL23AP68,35489,100130555
RPL23AP69,36625,100271623
RPL23AP70,36030,100271619
RPL23AP71,36908,644384
RPL23AP72,35736,100271621
RPL23AP73,36443,100271625
RPL23AP74,36148,729617
RPL23AP75,35975,728207
RPL23AP76,36555,441781
RPL23AP77,36354,728538
RPL23AP78,35518,100271624
RPL23AP79,36226,100271626
RPL23AP80,36956,390949
RPL23AP81,36246,100271627
RPL23AP82,33730,284942
RPL23AP83,35846,100131846
RPL23AP84,51575,102723981
RPL23AP85,51576,100419650
RPL23AP86,51577,100507357
RPL23AP87,51578,388574
RPL23AP88,51579,100289034
RPL23AP89,51623,106480336
RPL23AP90,51624,106480690
RPL23AP91,51625,106480337
RPL23AP92,51627,106481731
RPL23AP93,51628,100288802
RPL23AP94,51629,106481971
RPL23AP95,51630,106480338
RPL23AP96,51631,392181
RPL23AP97,51632,102723647
RPL23P2,10324,54028
RPL23P3,35988,100130630
RPL23P4,36678,100270961
RPL23P5,35747,402120
RPL23P6,35554,646949
RPL23P7,36215,442659
RPL23P8,36225,222901
RPL23P9,36853,100129377
RPL23P10,36177,100270962
RPL23P11,36457,100271297
RPL24,10325,6152
RPL24P2,16597,140760
RPL24P3,19784,145235
RPL24P4,21371,377381
RPL24P5,36102,100129017
RPL24P6,36637,100129808
RPL24P7,36862,100270963
RPL24P8,36409,100270964
RPL24P9,54886,100129487
RPL26,10327,6154
RPL26L1,17050,51121
RPL26L1-AS1,55914,100268168
RPL26P2,19773,326297
RPL26P3,19776,326298
RPL26P4,19807,283603
RPL26P5,31031,654386
RPL26P6,34023,100131526
RPL26P7,37030,100270883
RPL26P8,36192,100270884
RPL26P9,36180,100270885
RPL26P10,36323,100270886
RPL26P11,35768,730070
RPL26P12,36025,391126
RPL26P13,36639,130865
RPL26P14,36184,100133235
RPL26P15,35512,100270965
RPL26P16,36098,646966
RPL26P17,35662,100128318
RPL26P18,36579,100270968
RPL26P19,36393,441073
RPL26P20,35933,100271191
RPL26P21,35497,646161
RPL26P22,36244,643101
RPL26P23,36634,100129517
RPL26P24,35774,728311
RPL26P25,36383,100270966
RPL26P26,35693,100270967
RPL26P27,36735,100271471
RPL26P28,35776,100130983
RPL26P29,36135,100131788
RPL26P30,36733,653147
RPL26P31,36907,100271469
RPL26P32,36448,400055
RPL26P33,36755,100132547
RPL26P34,36249,100271470
RPL26P35,36278,100128115
RPL26P36,36685,392501
RPL26P37,36004,441533
RPL27,10328,6155
RPL27A,10329,6157
RPL27AP,16250,128481
RPL27AP2,36238,391124
RPL27AP3,35553,100271298
RPL27AP4,36262,100271299
RPL27AP5,36420,100271300
RPL27AP6,35977,389435
RPL27AP7,36064,100271301
RPL27AP8,36544,100271605
RPL27P1,19668,326299
RPL27P2,36948,646446
RPL27P4,35503,646624
RPL27P5,36120,100270969
RPL27P6,36330,647112
RPL27P7,36107,100129234
RPL27P8,36012,729332
RPL27P9,36874,100270970
RPL27P10,35494,202122
RPL27P11,36533,442723
RPL27P12,36736,100271302
RPL28,10330,6158
RPL28P1,31359,402149
RPL28P2,36234,100270971
RPL28P3,35973,391828
RPL28P4,36618,441726
RPL28P5,35766,729279
RPL29,10331,6159
RPL29P1,21593,134756
RPL29P2,17334,118432
RPL29P3,23565,729042
RPL29P4,21482,387101
RPL29P5,36786,646417
RPL29P6,36627,391019
RPL29P7,36859,100270972
RPL29P8,37026,100131991
RPL29P9,35729,647285
RPL29P11,36905,100131713
RPL29P12,36608,283412
RPL29P13,36461,391738
RPL29P14,36687,100270974
RPL29P15,36159,728820
RPL29P16,36898,100131206
RPL29P17,36910,645224
RPL29P18,36327,644103
RPL29P19,35508,389655
RPL29P20,36682,100129332
RPL29P21,36322,732199
RPL29P22,35675,100271472
RPL29P23,35946,646077
RPL29P24,35616,100129591
RPL29P25,37039,642493
RPL29P26,35717,643531
RPL29P27,35551,100130792
RPL29P28,36842,646884
RPL29P29,36577,100271474
RPL29P30,36601,729611
RPL29P31,35944,284064
RPL29P32,35834,390856
RPL29P33,36923,401911
RPL30,10333,6156
RPL30P1,36642,100270975
RPL30P2,35642,100270976
RPL30P3,36380,100270977
RPL30P4,35871,100131230
RPL30P5,36302,100270978
RPL30P6,37015,100270980
RPL30P7,36402,100270979
RPL30P8,36058,100132053
RPL30P9,35763,100270981
RPL30P10,36822,100270982
RPL30P11,36260,100271303
RPL30P12,36909,100271304
RPL30P13,36280,100271305
RPL30P14,36257,100129867
RPL30P15,36542,100271192
RPL30P16,48340,100289099
RPL31,10334,6160
RPL31P1,10335,54027
RPL31P2,16575,140753
RPL31P3,16549,140718
RPL31P4,23546,729646
RPL31P5,23547,100129928
RPL31P6,31032,654387
RPL31P7,31325,654391
RPL31P8,31324,253013
RPL31P9,31893,619464
RPL31P10,33180,390283
RPL31P11,35849,641311
RPL31P12,35546,100270887
RPL31P13,35598,100270983
RPL31P14,35477,100129310
RPL31P15,36339,100270984
RPL31P16,36001,100129418
RPL31P17,36995,653773
RPL31P18,35833,285260
RPL31P19,35589,100270985
RPL31P20,36303,100270986
RPL31P21,36245,100270988
RPL31P22,36430,100270989
RPL31P23,36096,391581
RPL31P24,36353,100271194
RPL31P25,36698,100270987
RPL31P26,36063,100130537
RPL31P27,36275,100271198
RPL31P28,36253,442217
RPL31P29,36647,100270990
RPL31P30,35679,729203
RPL31P31,35678,727792
RPL31P32,35719,643851
RPL31P33,36886,442218
RPL31P34,35853,100271193
RPL31P35,36932,100271199
RPL31P36,36676,100271200
RPL31P37,36197,646787
RPL31P38,36834,442326
RPL31P39,35995,641790
RPL31P40,36134,100271196
RPL31P41,36720,100271201
RPL31P42,36930,100271197
RPL31P43,36512,392382
RPL31P44,35523,644522
RPL31P45,36796,729308
RPL31P46,35559,100271479
RPL31P47,36124,100271481
RPL31P48,36129,645654
RPL31P49,35909,100129882
RPL31P50,36799,341356
RPL31P51,35600,100271475
RPL31P52,36607,100271476
RPL31P53,35749,100271477
RPL31P54,36077,100271483
RPL31P55,36982,100128250
RPL31P56,36336,100271478
RPL31P57,35703,645993
RPL31P58,35862,100271485
RPL31P59,36975,100271480
RPL31P60,36123,100271486
RPL31P61,35635,100271487
RPL31P62,36569,100271482
RPL31P63,35666,100271392
RPL32,10336,6161
RPL32P1,10339,6163
RPL32P2,31033,654388
RPL32P3,27024,132241
RPL32P4,10337,100131339
RPL32P5,10338,23754
RPL32P6,36655,100270888
RPL32P7,35804,391560
RPL32P8,36414,100270991
RPL32P9,35481,100270992
RPL32P10,35641,391595
RPL32P11,35723,728572
RPL32P12,36600,731741
RPL32P13,35950,100270993
RPL32P14,37038,100270994
RPL32P15,36119,100132265
RPL32P16,36086,646104
RPL32P17,36251,402716
RPL32P18,36301,644907
RPL32P19,36743,646433
RPL32P20,35934,392271
RPL32P21,36363,100128004
RPL32P22,36694,644996
RPL32P23,36007,644020
RPL32P24,36722,100271489
RPL32P25,35721,100271490
RPL32P26,36027,100271491
RPL32P27,36924,100271306
RPL32P28,36328,100133193
RPL32P29,35771,729215
RPL32P30,36729,100271492
RPL32P31,37035,201259
RPL32P32,36024,100271488
RPL32P33,36231,100271493
RPL32P34,35903,100133162
RPL32P35,36547,100271393
RPL32P36,36613,392447
RPL34,10340,6164
RPL34-DT,26749,285456
RPL34P1,10341,26514
RPL34P2,10342,26513
RPL34P3,10343,54026
RPL34P4,36665,100270889
RPL34P5,36527,100270995
RPL34P6,35810,100270998
RPL34P7,35575,100127995
RPL34P8,36963,100270999
RPL34P9,36771,100271002
RPL34P10,36962,100271004
RPL34P11,36412,100130286
RPL34P12,35845,100270996
RPL34P13,36398,100270997
RPL34P14,35927,100129934
RPL34P15,35965,100271000
RPL34P16,37033,100133294
RPL34P17,36636,100271001
RPL34P18,35968,100271003
RPL34P19,36925,100271494
RPL34P20,35535,100271308
RPL34P21,35677,100271495
RPL34P22,36454,100271498
RPL34P23,35820,100271499
RPL34P24,36823,100271309
RPL34P25,35895,100271501
RPL34P26,36100,100130718
RPL34P27,36369,651249
RPL34P28,36781,100271500
RPL34P29,35631,100271503
RPL34P30,36477,100271505
RPL34P31,36899,729536
RPL34P32,36902,100271502
RPL34P33,36666,730061
RPL34P34,35848,342994
RPL34P35,35798,100271504
RPL34P36,55008,117981797
RPL35,10344,11224
RPL35A,10345,6165
RPL35AP,16546,140716
RPL35AP2,19914,652983
RPL35AP3,21117,387074
RPL35AP4,33460,100048922
RPL35AP5,35570,100132122
RPL35AP6,36793,100271312
RPL35AP7,36212,100128984
RPL35AP8,36976,100271310
RPL35AP9,35643,100271311
RPL35AP10,35905,100271313
RPL35AP11,35708,100271314
RPL35AP12,36068,100271316
RPL35AP13,35916,100131945
RPL35AP14,36783,100271315
RPL35AP15,36974,100271317
RPL35AP16,35485,100271318
RPL35AP17,36384,100271319
RPL35AP18,36812,100271321
RPL35AP19,36631,100271322
RPL35AP20,36053,100128277
RPL35AP21,36814,100271506
RPL35AP22,35932,100271507
RPL35AP23,36045,100271633
RPL35AP24,35544,100271631
RPL35AP26,36465,100271630
RPL35AP27,35979,100271635
RPL35AP28,36480,100271637
RPL35AP29,35569,100271638
RPL35AP30,36751,100271639
RPL35AP31,36284,100271640
RPL35AP32,36269,100271632
RPL35AP33,36950,100271634
RPL35AP34,36324,100271641
RPL35AP35,36677,100271636
RPL35AP36,36103,100128393
RPL35AP37,36426,100128807
RPL35P1,36695,440737
RPL35P2,35789,646766
RPL35P3,35488,728010
RPL35P4,36285,100271006
RPL35P5,36955,441246
RPL35P6,35520,100271007
RPL35P7,35740,341604
RPL35P8,36158,643653
RPL35P9,39402,100873796
RPL36,13631,25873
RPL36A,10359,6173
RPL36A-HNRNPH2,48349,100529097
RPL36AL,10346,6166
RPL36AP1,23548,100131379
RPL36AP2,19777,326301
RPL36AP4,19802,326304
RPL36AP5,21258,387090
RPL36AP6,23365,641556
RPL36AP7,31328,728202
RPL36AP8,30973,643007
RPL36AP9,35872,100271139
RPL36AP10,36175,100271140
RPL36AP11,36385,100129180
RPL36AP12,35897,100130034
RPL36AP13,35877,100271323
RPL36AP14,36788,100271324
RPL36AP15,36648,100271325
RPL36AP16,36416,100271327
RPL36AP17,35750,100271326
RPL36AP18,35484,100271328
RPL36AP19,36436,100271330
RPL36AP20,36250,100271329
RPL36AP21,37041,100271332
RPL36AP23,36002,729075
RPL36AP24,36252,100271508
RPL36AP25,35926,100271331
RPL36AP26,36758,729909
RPL36AP27,35650,100128072
RPL36AP28,36702,100271509
RPL36AP29,36897,100271510
RPL36AP30,36216,100271511
RPL36AP31,36066,642320
RPL36AP32,36540,100271512
RPL36AP33,36475,100191039
RPL36AP34,35882,100271513
RPL36AP35,35639,100271610
RPL36AP36,36326,644834
RPL36AP37,36969,729362
RPL36AP38,35594,100271642
RPL36AP39,36074,100271643
RPL36AP40,36300,554234
RPL36AP41,35813,100271644
RPL36AP42,36277,100271645
RPL36AP43,36791,100271646
RPL36AP44,36986,100132199
RPL36AP45,36032,441727
RPL36AP46,35812,729621
RPL36AP47,35624,100271647
RPL36AP48,36721,646175
RPL36AP49,36274,284230
RPL36AP50,36372,100271648
RPL36AP51,36632,649299
RPL36AP52,55144,207032
RPL36AP53,36517,100271611
RPL36AP54,35831,100271612
RPL36AP55,44939,100420206
RPL36P1,16338,140697
RPL36P2,16570,140751
RPL36P3,19786,326303
RPL36P4,16569,140750
RPL36P5,35567,127295
RPL36P6,36046,100271008
RPL36P7,35830,100271010
RPL36P8,36493,643205
RPL36P9,36746,100271009
RPL36P10,36318,100271011
RPL36P11,36271,642531
RPL36P12,35590,100271012
RPL36P13,36941,100271013
RPL36P14,35734,347292
RPL36P15,36787,100271334
RPL36P16,37010,651600
RPL36P17,35884,100271336
RPL36P18,36856,100271394
RPL36P19,42648,100873855
RPL36P20,44564,729032
RPL37,10347,6167
RPL37A,10348,6168
RPL37A-DT,40510,100507554
RPL37AP1,16548,140717
RPL37AP2,36880,100271337
RPL37AP3,36222,100132988
RPL37AP4,35586,100271338
RPL37AP5,36977,100129856
RPL37AP6,36824,100271339
RPL37AP7,35888,100131730
RPL37AP8,35645,644338
RPL37AP9,36835,100271606
RPL37P1,16337,140696
RPL37P2,17092,116730
RPL37P3,17238,378818
RPL37P4,17239,378819
RPL37P5,23549,654369
RPL37P6,31080,346950
RPL37P7,36499,100270890
RPL37P8,36279,100271014
RPL37P9,35688,100270828
RPL37P10,36951,100271015
RPL37P11,36459,100271016
RPL37P12,36989,100271017
RPL37P13,36255,100271018
RPL37P14,36871,100271019
RPL37P15,36659,100271020
RPL37P16,35949,100271021
RPL37P17,36023,100271202
RPL37P18,35919,100271342
RPL37P19,35576,100271515
RPL37P20,36562,100271340
RPL37P21,36256,100271516
RPL37P22,37019,100271341
RPL37P23,37003,648217
RPL37P24,36201,100271395
RPL37P25,49020,106481666
RPL38,10349,6169
RPL38P1,17093,116809
RPL38P2,36620,100129991
RPL38P3,35980,100132311
RPL38P4,48867,100130963
RPL38P5,54607,100130026
RPL38P6,54608,107985813
RPL39,10350,6170
RPL39L,17094,116832
RPL39P,16558,140719
RPL39P2,19774,326306
RPL39P3,21383,285785
RPL39P4,31327,654392
RPL39P5,26015,553117
RPL39P6,35803,100270891
RPL39P7,36651,100270892
RPL39P8,36329,100270893
RPL39P9,35580,100270894
RPL39P10,35745,100129952
RPL39P11,36798,100271022
RPL39P12,36166,100270829
RPL39P13,36705,100130802
RPL39P14,36609,100132127
RPL39P15,35856,647236
RPL39P16,35912,100271023
RPL39P17,35545,100271024
RPL39P18,36111,100271025
RPL39P19,36346,100271027
RPL39P20,36366,100131160
RPL39P21,36218,644499
RPL39P22,36072,100271028
RPL39P23,36581,100271203
RPL39P24,36431,100271396
RPL39P25,37002,100271517
RPL39P26,35900,100271518
RPL39P27,36114,100133222
RPL39P28,35619,100271520
RPL39P29,35808,100271522
RPL39P30,36979,100271519
RPL39P31,36488,100271525
RPL39P32,36959,100131387
RPL39P33,36315,100271521
RPL39P34,36528,100271523
RPL39P35,35815,100271524
RPL39P36,36076,100271526
RPL39P37,36282,100271528
RPL39P38,36935,100271529
RPL39P39,36514,100271530
RPL39P40,35823,100271531
RPL39P41,35941,100271532
RPL41,10354,6171
RPL41P1,10356,22971
RPL41P2,10357,22970
RPL41P3,10358,22969
RPL41P4,19788,326308
RPL41P5,10355,6172
RPL41P6,37655,286568
RPL41P7,37656,286570
RPLP0,10371,6175
RPLP1,10372,6176
RPLP1P1,19793,145499
RPLP1P2,36210,729138
RPLP1P3,36870,127099
RPLP1P4,36939,100129028
RPLP1P5,35842,130678
RPLP1P6,35809,729416
RPLP1P7,36156,133609
RPLP1P8,36104,100128745
RPLP1P9,36069,100271049
RPLP1P10,35509,100271346
RPLP1P11,36196,100131087
RPLP1P12,36858,646566
RPLP1P13,41973,100874124
RPLP2,10377,6181
RPLP2P1,18724,442175
RPLP2P2,36590,644198
RPLP2P3,36494,643949
RPLP2P4,36837,100271347
RPLP2P5,35706,100271348
RPLP0P1,16585,128745
RPLP0P2,17960,113157
RPLP0P3,23558,122589
RPLP0P4,36489,391102
RPLP0P5,35620,643779
RPLP0P6,36404,220717
RPLP0P7,36578,100271047
RPLP0P8,35867,100131151
RPLP0P9,55906,441114
RPLP0P10,35991,390578
RPLP0P11,36572,647094
RPLP0P12,55907,390860
RPN1,10381,6184
RPN2,10382,6185
RPP14,30327,11102
RPP21,21300,79897
RPP25,30361,54913
RPP25L,19909,138716
RPP30,17688,10556
RPP38,30329,10557
RPP38-DT,28582,221060
RPP40,20992,10799
RPP40P1,39769,100874225
RPP40P2,39770,100420608
RPPH1,19273,85495
RPPH1-2P,47029,106481202
RPPH1-3P,47030,106479602
RPRD1A,25560,55197
RPRD1B,16209,58490
RPRD2,29039,23248
RPRM,24201,56475
RPRML,32422,388394
RPS2,10404,6187
RPS2P1,16580,140755
RPS2P2,19790,326325
RPS2P3,19806,326326
RPS2P4,19814,92427
RPS2P5,31386,100130562
RPS2P6,25485,342808
RPS2P7,15838,86781
RPS2P8,36207,440589
RPS2P9,36704,100131866
RPS2P10,36892,401974
RPS2P11,36350,343184
RPS2P12,36546,650901
RPS2P13,36021,100270826
RPS2P14,36389,100270827
RPS2P15,36468,100270858
RPS2P16,36865,100270860
RPS2P17,35764,400963
RPS2P18,36449,643960
RPS2P19,35786,100270859
RPS2P20,35992,645018
RPS2P21,35591,441013
RPS2P22,35506,100270861
RPS2P23,35760,100270910
RPS2P24,35887,100270912
RPS2P25,36410,100270913
RPS2P26,36157,643992
RPS2P27,36876,440447
RPS2P28,35780,100132673
RPS2P29,36011,646294
RPS2P30,36987,100270911
RPS2P31,36965,392781
RPS2P32,30518,256355
RPS2P33,35549,286150
RPS2P34,36370,442426
RPS2P35,36757,100130980
RPS2P36,36784,100271243
RPS2P37,36482,390206
RPS2P38,36584,196188
RPS2P39,36131,100271244
RPS2P40,35541,91561
RPS2P41,36357,100271245
RPS2P42,36481,100271247
RPS2P43,35652,100271246
RPS2P44,35811,100271248
RPS2P45,25709,80052
RPS2P46,35839,125208
RPS2P47,35785,644388
RPS2P48,35985,645173
RPS2P49,36521,100271251
RPS2P50,36034,729842
RPS2P51,36422,729679
RPS2P52,36059,100271250
RPS2P53,36690,729274
RPS2P54,35835,100271252
RPS2P55,36140,286444
RPS3,10420,6188
RPS3A,10421,6189
RPS3AP1,10422,101241875
RPS3AP2,14196,64725
RPS3AP3,16537,140713
RPS3AP4,23562,100132142
RPS3AP5,23744,439992
RPS3AP6,18630,145767
RPS3AP7,36376,391168
RPS3AP8,35638,100271127
RPS3AP9,36150,100271129
RPS3AP10,36036,401975
RPS3AP11,36825,100270904
RPS3AP12,35527,100270905
RPS3AP13,54572,100129742
RPS3AP14,35715,729150
RPS3AP15,35781,652670
RPS3AP16,36052,727951
RPS3AP17,36083,100271130
RPS3AP18,35893,391706
RPS3AP19,36467,728700
RPS3AP20,36141,643932
RPS3AP21,36841,402287
RPS3AP22,36573,100130786
RPS3AP23,36767,100271131
RPS3AP24,36267,100271253
RPS3AP25,36801,645968
RPS3AP26,36513,644972
RPS3AP27,35978,100271255
RPS3AP28,35738,100271257
RPS3AP29,35531,730861
RPS3AP30,35538,100271254
RPS3AP31,36860,100271256
RPS3AP32,36717,100271258
RPS3AP33,35476,100271259
RPS3AP34,36293,100271260
RPS3AP35,35902,100271261
RPS3AP36,35596,643981
RPS3AP37,36691,100271593
RPS3AP38,36145,100271594
RPS3AP39,35490,730993
RPS3AP40,35869,100129199
RPS3AP41,37000,100271595
RPS3AP42,35605,100271597
RPS3AP43,36684,727970
RPS3AP44,36761,646527
RPS3AP46,36338,100271596
RPS3AP47,36744,146053
RPS3AP48,36792,100127963
RPS3AP49,36810,400652
RPS3AP50,37018,100271601
RPS3AP51,35480,100271600
RPS3AP52,42004,100873818
RPS3AP53,44500,100287512
RPS3AP54,49750,101927101
RPS3P1,16579,140754
RPS3P2,16603,140761
RPS3P3,36700,440991
RPS3P4,36616,100270862
RPS3P5,36869,100131956
RPS3P6,36061,645000
RPS3P7,36056,645957
RPS4X,10424,6191
RPS4XP1,32444,400064
RPS4XP2,16563,92507
RPS4XP3,16251,128580
RPS4XP4,36545,441878
RPS4XP5,36670,100271132
RPS4XP6,36057,391777
RPS4XP7,36885,442162
RPS4XP8,36683,646269
RPS4XP9,35792,442257
RPS4XP10,35741,100271133
RPS4XP11,37013,441550
RPS4XP12,35951,100271385
RPS4XP13,36522,390183
RPS4XP14,36737,729097
RPS4XP15,36308,100131055
RPS4XP16,36365,220433
RPS4XP17,36789,100128140
RPS4XP18,36170,646583
RPS4XP19,36872,645573
RPS4XP20,36437,100271386
RPS4XP21,36228,126235
RPS4XP22,36125,100131614
RPS4XP23,48367,106480153
RPS4Y1,10425,6192
RPS4Y1P1,36893,441774
RPS4Y2,18501,140032
RPS5,10426,6193
RPS5P1,10428,26516
RPS5P2,17222,100130240
RPS5P3,10427,54022
RPS5P4,36122,100129090
RPS5P5,35626,340443
RPS5P6,35960,392282
RPS5P7,36881,392520
RPS5P8,36531,392424
RPS6,10429,6194
RPS6KA1,10430,6195
RPS6KA2,10431,6196
RPS6KA2-AS1,40511,100861523
RPS6KA2-IT1,41378,100874353
RPS6KA3,10432,6197
RPS6KA4,10433,8986
RPS6KA5,10434,9252
RPS6KA6,10435,27330
RPS6KB1,10436,6198
RPS6KB2,10437,6199
RPS6KB2-AS1,53744,111216279
RPS6KC1,10439,26750
RPS6KL1,20222,83694
RPS6P1,32478,440086
RPS6P2,36446,100270864
RPS6P3,36943,644013
RPS6P4,36548,100131548
RPS6P5,36242,100130347
RPS6P7,36092,100128162
RPS6P8,36999,100128450
RPS6P9,35938,100131467
RPS6P10,36730,100270865
RPS6P11,36270,100270866
RPS6P12,36375,100270867
RPS6P13,35772,392358
RPS6P14,36738,100131396
RPS6P15,36942,100129732
RPS6P16,35668,100128923
RPS6P17,36669,120318
RPS6P18,36496,100271135
RPS6P19,36136,100271136
RPS6P20,36940,100271262
RPS6P21,36478,100271263
RPS6P22,35655,100129227
RPS6P23,39581,100130313
RPS6P24,36070,100128358
RPS6P25,35948,729389
RPS6P26,36713,392497
RPS7,10440,6201
RPS7P1,17081,388363
RPS7P2,36079,100270868
RPS7P3,36518,440732
RPS7P4,36000,149224
RPS7P5,37037,645884
RPS7P6,36334,100270869
RPS7P7,35690,100270870
RPS7P8,35710,442237
RPS7P9,36998,100128756
RPS7P10,39903,100128060
RPS7P11,35841,644315
RPS7P12,36147,100270914
RPS7P13,35756,100130435
RPS7P14,36602,646108
RPS7P15,48878,728015
RPS8,10441,6202
RPS8P1,19789,192133
RPS8P3,31000,100132995
RPS8P4,17478,646119
RPS8P5,36417,100131083
RPS8P6,36947,100270871
RPS8P7,35795,646093
RPS8P8,36213,728553
RPS8P9,35524,100130750
RPS8P10,35628,388076
RPS9,10442,6203
RPS9P1,10443,8410
RPS9P2,19428,267009
RPS9P3,36635,100133054
RPS9P4,36710,388556
RPS10,10383,6204
RPS10-NUDT3,49181,100529239
RPS10P1,13981,394255
RPS10P2,16594,140758
RPS10P3,23684,158104
RPS10P4,31364,728791
RPS10P5,15795,93144
RPS10P6,35765,729374
RPS10P7,36423,376693
RPS10P8,36606,729780
RPS10P9,36451,730187
RPS10P10,37034,389127
RPS10P11,36775,391833
RPS10P12,36662,133569
RPS10P13,36374,646785
RPS10P14,35880,646942
RPS10P15,35860,654029
RPS10P16,36200,100271050
RPS10P17,35562,645857
RPS10P18,36239,100271349
RPS10P19,35907,100271350
RPS10P20,35829,100271547
RPS10P21,35906,100271351
RPS10P22,35814,401817
RPS10P23,36657,645713
RPS10P24,35989,645299
RPS10P25,36532,100271546
RPS10P26,36321,100271548
